Градинка Ресен Gradinka,Ресен,Никола Неделковски-Коле,school,,,41.087254,21.012492
ДСУ  Никола Карев,Скопје,Никола Русински,school,,,42.004188,21.401199
Едукативен центар СОНЦЕ,Скопје,Булевар Јане Сандански,school,,,41.986612,21.467076
ASM,Скопје,Никола Парапунов,school,,,42.006974,21.383168
shkolla e mesme teologjike,Гостивар,ul. 18-ti noemvri,school,,,41.799428,20.899931
Osnovno uciliste Sabedin Bajrami,Камењане,R1206,school,,,41.941539,20.927028
Osnovno uciliste Sabedin Bajrami,Камењане,R1206,school,,,41.944283,20.926148
Абдил Фрашери,Боговиње,102,school,,,41.923304,20.916449
ОУ Кирил Пејчиновиќ,Теарце,R1203,school,,,42.076188,21.052348
ОУ Кирил и Медодиј,Стајковци,Улица 6,school,,,42.027953,21.513390
ООУ Кирил и Методиј,Ораовица,R1310,school,,,41.626891,22.515144
Helen Doron Kapistec,Скопје,Козара,school,,,41.991448,21.417405
"ПООУ ""Гоце Делчев"" - Штип, нас. Три Чешми",Три Чешми А4,school,,,41.773131,22.137463
Игротека Нодиленд,Марино,Улица 500,kindergarten,,,41.991045,21.590661
Piano Forte,Скопје,Нобелова,music_school,,,42.001585,21.395085
Во светот на децата,Скопје,Сава Ковачевиќ,kindergarten,,,41.971573,21.456352
Гете-институт - Скопје,Скопје,8. Септември,language_school,+389 2 3121604,https://www.goethe.de/ins/mk/mk/index.html,42.006364,21.406174
"ОУ ""Св.Климент Охридски""",Охрид,Климентов Универзитет,school,,,41.114118,20.796854
Universiteti i Tetoves “Fakulteti i shkencave të zbatuara”,Тетово,Вон- Вардарска,school,,https://unite.edu.mk/,41.991511,20.962516
ИБССА МАКЕДОНИЈА ТРЕНИНГ ЦЕНТАР,Куманово,Dragan Stoparevic,school,,http://www.ibssamacedonia.com,42.123026,21.732200
Shkolla Fillore “Sali Lisi”,Добри Дол,R1206,school,,,41.861906,20.889963
ОСУ Цар Самоил Касарна,Ресен,Prespanska,school,,,41.092112,21.004713
ООУ Мите Богоевски,Ресен,29. Ноември,school,,,41.088136,21.010710
Casta Diva,Скопје,Васил Главинов,school,+38923220205,http://www.castadiva.com.mk,41.996789,21.428317
Gimnazijum Sami Frasheri,Куманово,3 Македонска Ударна Бригада,school,,,42.133640,21.710956
Универзитет за туризам и менаџмент,,,school,,,42.002267,21.398993
Меѓународен балкански универзитет,Скопје,Самоилова,university,,,42.001793,21.434828
Bambi,Македонска Каменица,1-ви Мај,kindergarten,,,42.018189,22.590520
Kiril i Metodij,Македонска Каменица,М.М.Брицо,school,,,42.022475,22.588137
Central High School,Македонска Каменица,Маршал Тито,school,,,42.022804,22.589385
Мустафа Кемал Ататурк,Гостивар,Јна,school,,,41.793614,20.900885
Deutsches Sprachzentrum,Скопје,Булевар Климент Охридски,school,,,42.000079,21.426577
Курсеви за Јазик,Гостивар,"ул. ""Мајор Чеде Филиповски""",school,,,41.792556,20.906690
Меѓународен Универзитет Визион,Гостивар,"ул. ""Мајор Чеде Филиповски""",school,,,41.792461,20.907784
Max van der Stoel,Тетово,Илинденска,library,,,41.986733,20.959928
Технолошко-техничкиот факултет - Нутриционизам,Кичево,Александар Македонски,university,,,41.510884,20.959619
Библиотека „Браќа Миладиновци“ - Карпош,Скопје,Иван Аговски,library,,,42.002742,21.412053
Clover Center Language School,,,language_school,+38972244663,https://www.facebook.com/clovercenterlanguageschool/,41.983014,21.476860
25 Мај,Скопје,Палмиро Тољати,kindergarten,,,42.003466,21.500167
Илјада книги,Скопје,Кеј 13 Ноември,library,,,41.994696,21.435464
Elementary School Magdalena Antova,Куманово,Улица 110,school,,,42.153770,21.735573
ОУ Jохан Хајнрих Песталоци,Скопје,Апостол Гусларот,school,,,41.997446,21.420776
Универзитет „Св. Кирил и Методиј“,Скопје,Булевар Гоце Делчев,university,+389 2 3293293,http://www.ukim.edu.mk,42.000121,21.442926
ОУ Братство,Скопје,Јоаким Осоговски,school,,,42.001417,21.388725
Мајски Бумбар,Скопје,Хашка,kindergarten,,,42.001283,21.387301
ООУ „Јан Амос Коменски“,Скопје,Виенска,school,,,42.000783,21.394067
Градинка Орце Николов,Скопје,Драгиша Мисовиќ,kindergarten,,,42.004735,21.397935
Другарче,Скопје,Никола Русински,library,,,42.003619,21.400452
Факултет за драмски уметности,Скопје,Руѓер Бошковиќ,university,,,42.004802,21.406036
ОУ Коле Неделковски,Скопје,Радњанска,school,,,42.000411,21.420153
ОУ Вера Јоциќ,Скопје,Крива Феја,school,,,41.995147,21.508095
Росица,Скопје,Франц Прешерн,kindergarten,,,42.009164,21.376385
ОУ Димо Хаџи Димов,Скопје,Ангел Динев,school,,,42.005238,21.373704
QSI International School of Skopje,Скопје,Булевар Илинден,school,,,42.007454,21.413120
Архив на град Скопје,Скопје,Московска,library,,,42.003093,21.390745
Универзитет „Њујорк“,Скопје,Улица 1,university,,,42.002050,21.336219
ОУ Дане Крапчев,Скопје,Маџари,school,,,42.003689,21.502947
Средно медицинско,Скопје,Булевар Мајка Тереза,school,,,41.990719,21.422987
Педагошка Академија,Скопје,Дрезденска,university,,,42.000128,21.405533
СГГУ Здравко Цветковски,Скопје,Булевар Партизански Одреди,school,,,42.001234,21.402612
ОУ Лазар Трповски,Скопје,Драгиша Мисовиќ,school,,,42.006214,21.398325
Европски универзитет,Скопје,Булевар Климент Охридски,university,+389 2 3202020,https://www.eurm.edu.mk/,41.994077,21.423818
ОУ „Кочо Рацин “,Скопје,Тодор Александров,school,,,41.987232,21.417121
Меѓународни Училишта НОВА (гимназија),Скопје,Прашка,school,+389 2 3061 807,http://www.nova.edu.mk,41.998682,21.393492
Правен факултет „Јустинијан Први“,Скопје,Булевар Гоце Делчев,university,+389 2 3117244,http://www.pf.ukim.edu.mk,41.999546,21.442963
Економски факултет,Скопје,Булевар Гоце Делчев,university,+389 2 3286800,http://www.eccf.ukim.edu.mk,42.000914,21.443136
Филозофски факултет,Скопје,Булевар Гоце Делчев,university,+389 2 3116520,http://www.fzf.ukim.edu.mk,41.999963,21.444454
Ректорат,Скопје,Отокар Кершовани,university,,,42.000127,21.442017
СОУ Наум Охридски,,,school,,,41.511913,21.217163
ООУ Климент Охридски,Македонски Брод,Јане Сандански,school,,,41.511830,21.215877
Дом на култура 25 Мај,Македонски Брод,Партизанска,library,,,41.509774,21.216850
ДГ 7. Септември,Македонски Брод,Партизанска,kindergarten,,,41.510329,21.216924
"ОУ ""26 Јули""",Скопје,Брсјачка Буна,school,,,42.035056,21.425371
Техничко-технолошки кампус,Скопје,Илинденска,university,,,42.004801,21.408358
Факултет за електротехника и информациски технологии,Скопје,Руѓер Бошковиќ,university,,,42.004362,21.407991
Техничко-технолошки кампус,Скопје,Илинденска,university,,https://www.finki.ukim.mk,42.004099,21.409745
Детска градинка Пролет 2,Скопје,Милан Марковиќ,school,+38923085701,,41.992854,21.403095
Национална и универзитетска библиотека,Скопје,Булевар Гоце Делчев,library,,,41.997950,21.439345
Градинка Изворче,Скопје,Ангел Димовски,kindergarten,,,41.986493,21.458354
Весели Цветови,Скопје,Локов,kindergarten,,,41.973376,21.440872
Техничко-технолошки кампус,Скопје,Илинденска,university,,,42.004506,21.406486
ФИНКИ - Барака 2,Скопје,Септемвриска сесија,university,,,42.004650,21.406518
Техничко-технолошки кампус,Скопје,Илинденска,university,,,42.004795,21.406553
Техничко-технолошки кампус,Скопје,Илинденска,university,,,42.005647,21.406634
СОУ Љупчо Сантов,Кочани,Глигор Апостолов Гочо,school,,,41.914067,22.409896
ОУ Кирил и Методиј,Кочани,Лазар Андонов,school,,,41.913794,22.410503
ОУ Раде Кратовче,Кочани,Коста Рацин,school,,,41.923412,22.411082
Детска Градинка Павлина Вељанова клон 3,Кочани,Скопска,kindergarten,,,41.910011,22.403306
СОУ Гошо Викентиев,Кочани,Тодосија Паунов,school,,,41.914520,22.437905
Шумарски факултет,Скопје,Булевар Александар Македонски,university,,,42.002050,21.459227
Seavus Education and Development Centar,Скопје,11 Октомври,school,,,41.986868,21.439859
ОУ Наум Наумовски Борче,Скопје,Маџари,school,,,41.998867,21.499404
Економски институт - Скопје,Скопје,Славко Јаневски,university,,http://www.ek-inst.ukim.edu.mk/,41.988744,21.437443
ОУ Никола Карев,Кочани,Никола Карев,school,,,41.913683,22.413395
Gradinka,Скопје,Пехчевска,kindergarten,,,41.995077,21.510958
СУГС Арсениј Јовков,Скопје,Ќемал Сејфула,school,,,42.022783,21.443030
Универзитет Американ Колеџ Скопје,Скопје,Фрањо Клуз,university,+389 2 2463156,www.uacs.edu.mk,41.981228,21.454648
ОУ Адем Јашари,Скопје,392,school,,,42.011117,21.438042
Ќемал Јахија,Скопје,Adem Kastrati,school,,,42.030043,21.441125
Институт за земјотресно инженерство и инженерска сеизмологија - ИЗИИС,Скопје,Тодор Александров,university,,,41.979158,21.425938
ПСУ „Јахја Кемал“,Скопје,Варшавска,school,+389 2 3074168,http://ykc.edu.mk,42.000972,21.392685
Природно Математички Факултет,Скопје,Челопек,university,,,42.001602,21.451817
Brotherhood and Unity,Гостивар,ul. Pance Popovski,school,,,41.790960,20.911097
"Sh.F. ""Liria""",Тетово,ул. Дервиш Цара (ЈНА),school,,,42.007444,20.970021
Универзитет на Југоисточна Европа,Тетово,Илинденска,university,+38944356000,https://www.seeu.edu.mk/,41.986984,20.962647
О.У. Страшо Пинџур,Скопје,Николај Островски,school,,,42.017860,21.354705
Медиа Арт Студио,Скопје,Франклин Рузвелт,school,,,42.000230,21.412919
Средно уметничко училиште „Лазар Личеновски“,Скопје,Киро Крстевски Платник,school,,,41.995548,21.420744
Мајски цвет,Скопје,Варшавска,kindergarten,,,42.000664,21.396750
Orce Nikolov,Скопје,Бранислав Нушиќ,kindergarten,,,42.002829,21.408448
Партизан,Крива Паланка,Свети Јоаким Осоговски,school,,,42.205730,22.335703
OU Joakim Krchovski,Крива Паланка,Свети Јоаким Осоговски,school,,,42.203609,22.334348
Vuk Karadzhikj / Naim Frasheri,Куманово,Страшко Симонов,school,,,42.130879,21.709670
Инвалидска комисија,Скопје,Букурешка,school,,,41.999723,21.400225
Крсте Мисирков / Браќа Миладиновци,Куманово,Народна Револуција,school,,,42.132719,21.719591
Гоце Делчев,Куманово,Прва Петолетка,school,,,42.131888,21.721737
Гимназија Кочо Рацин,Велес,Наум Наумовски Борче,school,,,41.717611,21.773249
С.С.О.У 'Коле Неделковси',Велес,Андон Шурков,college,,,41.719627,21.763175
Бели Мугри,Велес,Алексо Демниевски,library,,,41.718064,21.778298
Музичко О.У. “Киро Димов“,Велес,Страшо Пинџур,school,,,41.718565,21.782887
Тане Георгиевски,Куманово,Народна Револуција,library,,,42.133926,21.718959
Клинички центар - Државна болница,Скопје,Булевар Мајка Тереза,university,,,41.988520,21.425084
ОУ „Кузман Јосифовски - Питу “,Скопје,Банско,school,,,41.982856,21.431658
ОУ „Кузман Јосифовски - Питу“,Скопје,Фредерик Шопен,school,,,41.986903,21.432363
Градинка Весели Цветови,Скопје,Антон Попов,kindergarten,,,41.983237,21.435374
Библиотека „Браќа Миладиновци“,Скопје,Булевар Партизански Одреди,library,+389 2 3162 544,http://www.gbsk.mk,41.999761,21.420178
Кузман Јосифовски - Питу,Скопје,Коста Шахов,dormitory,,,41.995731,21.424016
Музичко училиште „Панче Пешев“,Куманово,Братство Единство,school,,,42.137664,21.714326
СОсновно училиште „Кочо Рацин“,Куманово,Титова Митровачка,school,,,42.118954,21.733882
Градинка,Куманово,Сречко Пужалка,kindergarten,,,42.132420,21.720739
ОУ „Вера Циривири Трена“,Скопје,Руѓер Бошковиќ,school,+38923068507,http://veraciriviritrena.edu.mk/,42.003633,21.408770
Детска градинка „11 Октомври“,Радишани,Радишанска,kindergarten,,,42.061189,21.450789
О.У „Ацо Шопов“,Радишани,Радишанска,school,,,42.062365,21.452169
ОУ „Браќа Миладиновци“,Скопје,Владимир Комаров,school,,,41.991305,21.451252
ОУ „Блаже Конески“,Скопје,Анастас Митрев,school,,,41.986741,21.449999
ОУ „Димитар Миладинов“,Скопје,11 Октомври,school,,,41.989208,21.434775
Факултет за земјоделски науки и храна,Скопје,Булевар Александар Македонски,university,,,42.002229,21.458335
Факултет за Ветеринарна Медицина,Скопје,Лазар Поп Трајков,university,,,42.003007,21.459182
ОУ Глигор Прличев,Скопје,Гемиџиска,school,,,42.014629,21.458896
Детска Градинка - Калинка,Скопје,Гемиџиска,kindergarten,,,42.013836,21.461306
СУ Панче Арсовски,Скопје,881,school,,,42.006126,21.464557
СУ Панче Арсовски,Скопје,881,school,,,42.006104,21.464768
Институт за хемија,Скопје,Архимедова,university,,,42.001260,21.453747
Студентски Дом Стив Наумов,Скопје,Булевар Александар Македонски,university,,,42.001626,21.455411
Институт за информатика,Скопје,Менделеева,university,,,42.003048,21.449814
Институт за физика,Скопје,Гази Баба,university,,,42.002448,21.450462
Институт за математика,Скопје,Гази Баба,university,,,42.002655,21.450240
Природно Математички Факултет,Скопје,Челопек,university,,,42.003204,21.450058
Природно Математички Факултет,Скопје,Челопек,university,,,42.002856,21.450024
Институт за етнологија и антрпологија,Скопје,Архимедова,university,,,42.001184,21.453243
Лабораторија,Скопје,16 Makedonska brigada,university,,,42.003804,21.458553
Студентски Дом Стив Наумов,Скопје,Булевар Александар Македонски,dormitory,,,42.001644,21.455072
Студентски Дом Стив Наумов,Скопје,Булевар Александар Македонски,dormitory,,,42.002215,21.455216
ОУ Владо Тасевски,Скопје,Јуриј Гагарин,school,,,41.996195,21.395978
Stiv Naumov,Скопје,Архимедова,dormitory,,,42.002270,21.455755
Stiv Naumov,Скопје,Архимедова,dormitory,,,42.001280,21.455900
Stiv Naumov,Скопје,Архимедова,dormitory,,,42.001577,21.456788
Stiv Naumov,Скопје,Булевар Александар Македонски,dormitory,,,42.001293,21.456813
Ветеринарен Институт,Скопје,16 Македонска Бригада,university,,,42.003656,21.459090
Студентски Дом Стив Наумов,Скопје,Булевар Александар Македонски,dormitory,,,42.000489,21.455999
Студентски Дом Стив Наумов,Скопје,Булевар Александар Македонски,dormitory,,,42.001885,21.454222
Stiv Naumov,Скопје,Архимедова,dormitory,,,42.002002,21.454970
Stiv Naumov,Скопје,Архимедова,dormitory,,,42.002061,21.455516
Stiv Naumov,Скопје,Булевар Александар Македонски,dormitory,,,42.001013,21.456826
Stiv Naumov,Скопје,Архимедова,dormitory,,,42.001846,21.455281
Ветеринарен Институт,Скопје,16 Македонска Бригада,university,,,42.004138,21.459647
Stiv Naumov,Скопје,Архимедова,dormitory,,,42.002419,21.455435
Stiv Naumov,Скопје,Булевар Александар Македонски,dormitory,,,42.000698,21.455274
Студентски Дом Стив Наумов,Скопје,Булевар Александар Македонски,dormitory,,,42.002307,21.454843
Stiv Naumov,Скопје,Архимедова,dormitory,,,42.002250,21.454478
Средно угостителско училиште „Лазар Танев“,Скопје,Стрезово,school,,,41.993213,21.399617
Еурека,Скопје,Стрезово,kindergarten,,,41.993403,21.397923
"Средно угостителско училиште ""Лазар Танев""",Скопје,Стрезово,school,+389 2 3085035,http://www.lazartanev.edu.mk/zanas.html,41.993194,21.399447
ОУ Кирил и Методиј,Скопје,1737,school,,,41.997379,21.438927
ОУ Стив Наумов,Скопје,Бапчор,school,,,42.003482,21.466140
"Детска Градинка ""Темјанушка""",Скопје,Јани Лукровски,kindergarten,,,42.001927,21.463321
ОУ 11-ти Октомври,Скопје,3. Македонска Бригада,school,,,41.989187,21.440618
Детска Градинка Мимоза,Скопје,Бапчор,kindergarten,,,42.003371,21.467634
СУГС „Раде Јовчевски - Корчагин“,Скопје,Јосиф Јосифовски Свештарот,school,,,41.990573,21.438072
"Детска Градинка ""13 Ноември""",Скопје,Киро Крстевски Платник,kindergarten,,,41.996346,21.420937
"СУГС Гимназија ""Орце Николов""",Скопје,Булевар Илинден,school,+389 2 3065 555,https://orcenikolov.edu.mk/,42.006136,21.412471
ОУ Цветан Димов,Скопје,Коста Абрашевиќ,school,,,42.010445,21.441656
ОУ Васил Главинов,Скопје,Џон Кенеди,school,,,42.013421,21.433246
Детска Градинка Снежана,Скопје,Ismai Qemali,kindergarten,,,42.013548,21.434556
СУГС Цветан Димов,Скопје,Лазар Трповски,school,,,42.013940,21.437610
ОУ Рајко Жинзифов,Скопје,Петар Ичко,school,,,42.019677,21.433563
ОУ Петар Здравковски Пенко,Скопје,Ќемал Сејфула,school,,,42.021966,21.442867
Заводот за рехабилитација на деца и младинци “Топанско поле”,Скопје,Втора Македонска Бригада,school,,,42.023002,21.435443
СУГС Зефљуш Марку,Скопје,Nexhip Draga,school,,,42.024362,21.435016
ОУ Панајот Гиновски,Скопје,Ферид Бајрам,school,,,42.020822,21.451793
ОУ Лирија,Скопје,Цветан Димов,school,,,42.008557,21.444459
ОУ Тефјуз,Скопје,Ремзи Хоџа,school,,,42.004866,21.443204
ОУ Иднина,Скопје,Ферид Бајрам,school,,,42.020829,21.446203
ОУ Никола Вапцаров,Скопје,Браќа Реџепагиќ,school,,,42.016049,21.441087
ОУ Јашар Беј Шкупи,Скопје,Св. Прохор Пчињски,school,,,42.005231,21.436264
Детска градинка „Кочо Рацин“,Скопје,Белградска,kindergarten,,,41.987788,21.417142
ОУ „Кочо Рацин “,Скопје,Тодор Александров,school,,,41.987049,21.417222
Православен Богословски факултет - Свети Климент Охридски,Скопје,Загрепска,university,,,41.993017,21.409892
Детска Градинка Страшо Пинџур,Скопје,Натанаил Кучевишки,kindergarten,,,42.031907,21.446161
Детска Градинка Бутел 2,Скопје,Иван Манолев,kindergarten,,,42.021314,21.452464
ОУ Живко Брајковски,Скопје,Хо Ши Мин,school,,,42.030922,21.446902
Детска Градинка Бутел 1,Скопје,Хо Ши Мин,kindergarten,,,42.031579,21.447282
ОУ Војдан Чернодрински,Скопје,Дрезденска,school,,,41.998754,21.410152
Ученички дом Здравко Цветковски,Скопје,Дрезденска,dormitory,,,41.998634,21.411982
Детска Градинка Бисери,Скопје,Каирска,kindergarten,,,42.000603,21.405338
СУГС Георги Димитров,Скопје,Париска,school,,,41.999704,21.401902
Блок Г,Скопје,Митрополит Теодосиј Гологанов,dormitory,,,41.999452,21.389887
Блок Б,Скопје,Митрополит Теодосиј Гологанов,dormitory,,,41.998967,21.390388
Блок В,Скопје,Митрополит Теодосиј Гологанов,dormitory,,,41.999384,21.390465
Блок А,Скопје,Митрополит Теодосиј Гологанов,dormitory,,,41.999041,21.389780
Студентски дом „Гоце Делчев“,Скопје,Лондонска,university,,,41.999219,21.390306
ОУ Христијан Тодоровски Карпош,Скопје,Драган Ѓаконовски Шпато,school,+389 (02) 3067-407,http://oouhtkarpos.edu.mk,42.004279,21.413152
Центар за странски јазици,Скопје,Орце Николов,school,+389 (0)2 306 77 83,http://www.csj.com.mk/,42.004561,21.413762
Библиотека „Браќа Миладиновци“,Скопје,Булевар Партизански Одреди,library,,,41.999702,21.420248
ОУ Коле Неделковски,Скопје,Радњанска,school,,,42.000332,21.419814
Меѓународни Училишта НОВА (основно училиште),Скопје,Прашка,school,+389 2 3061 807,http://www.nova.edu.mk,41.998598,21.394252
ОУ Димитар Беровски,Скопје,1261,school,,,42.003117,21.357481
СУГС Кочо Рацин,Скопје,Александар Муртукулов,school,,,42.004370,21.363812
ОУ Партение Зографски,Скопје,Благоја Стефковски,school,,,42.002903,21.481739
ОУ Климент Охридски,Драчево,Улица 4,school,,,41.930539,21.526239
СУГС Браќа Миладиновци,Драчево,Китка,school,,,41.935562,21.522773
ОУ Рајко Жинзифов,Драчево,Бранко Заревски,school,,,41.940941,21.509944
ОУ Кузман Шапкарев,Драчево,Ѓорѓи Динката,school,,,41.941293,21.522062
ФОН Универзитет,Скопје,Киро Глигоров,university,,,41.992920,21.474017
"Средно Богословско Училиште „Св.Климент Охридски”",Драчево,Јустинијан Први,school,,,41.930702,21.525001
ОУ Лазо Ангеловски,Скопје,Видое Смилевски-Бато,school,,,41.983114,21.480167
ОУ Ѓорѓија Пулевски,Скопје,Васко Карангелевски,school,,,41.989496,21.464768
ОУ Ѓорѓија Пулевски,Скопје,Васко Карангелевски,school,,,41.989202,21.464995
С.У.Г.С. Владо Тасевски,Скопје,3. Македонска Бригада,school,,,41.977929,21.461426
ОУ Невена Георгиева Дуња,Скопје,Ѓорѓи Сугаре,school,,,41.980409,21.445244
Институт за лозарство и винарство,Скопје,Булевар Христијан Тодоровски Карпош,university,,,42.031302,21.453071
ОУ Ѓорче Петров,Скопје,4 Јули,school,,,42.007792,21.336853
ОУ Св. Климент Охридски,Облешево,A3,school,,,41.883892,22.334108
ОУ Малина Попиванова,Кочани,Тодосија Паунов,school,,,41.914353,22.421847
Детска Градинка Павлина Вељанова клон 2,Кочани,Македонска,kindergarten,,,41.915152,22.426041
ОУ Крсте Петков Мисирков,Оризари,Гоце Делчев,school,,,41.924926,22.444769
Krste P. Misirkov,Оризари,Гоце Делчев,school,,,41.924801,22.444832
Техничко-технолошки кампус,Скопје,Илинденска,university,,,42.004241,21.408989
АСУЦ Боро Петрушевски,Скопје,Петнаесети Корпус,school,,,42.001595,21.475476
Хидробиолошки Институт,Охрид,Булевар Свети Наум Охридски,university,,http://www.hio.edu.mk/GeoMapa.aspx,41.101707,20.814832
Коле Канински,Битола,Паца Мирчева,school,,,41.004573,21.346628
Школа,Куманово,Тане Георгиев,school,,,42.133887,21.720762
Ангел Шајче 3,Куманово,Братство Единство,kindergarten,,,42.139490,21.715864
11-ти Октомври,Куманово,Тодор В.,school,,,42.138793,21.715922
"ООУ ""Гоце Делчев""",Демир Хисар,Гоце Делчев,school,,,41.218076,21.203324
"СОУ ""Крсте Петков-Мисирков""",Демир Хисар,Гоце Делчев,school,,,41.218139,21.202496
ОУ Јоаким Крчовски,Орман,Мајка Тереза,school,,,42.054525,21.348919
ОУ Јоаким Крчовски,Чучер Сандево,A4,school,,,42.068149,21.336530
ОУ Борис Кидрич,Скопје,Георги Димитров,school,,,41.979899,21.438909
Браќа Миладиновци,Скопје,Виа Игнација,library,,,42.006478,21.361473
ОУ Тихомир Милошевски,Ново Село,1-Jan,school,,,42.031131,21.349416
СЕТУ Михајло Пупин,Скопје,Благоја Стефковски,school,,,42.002276,21.479421
"СУГС ""Марија Кири Склодовска""",Скопје,3. Македонска Бригада,school,,,41.978855,21.464283
